"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"496",4,17,1,534.5,90.9,57.2,NA,NA
"497",4,17,2,483.9,75.3,45.1,135.3,NA
"498",4,17,3,604.8,113,71.5,NA,154.3
"499",4,18,1,557.6,70.7,68.9,NA,NA
"500",4,18,2,508.6,59.8,56.5,137.6,NA
"501",4,18,3,632.2,87.2,83.8,NA,182.9
"502",4,20,1,521.6,88.3,80.1,NA,NA
"503",4,20,2,444,76.7,68.7,114.1,NA
"504",4,20,3,619.4,104.8,91.7,NA,187.9
"505",4,23,1,551.9,62,71.7,NA,NA
"506",4,23,2,492.2,50.3,57.3,138,NA
"507",4,23,3,628.3,77.3,88,NA,188.8
"508",4,24,1,532,77.1,70.7,NA,NA
"509",4,24,2,460.3,66.5,55.1,126.1,NA
"510",4,24,3,632.6,92.5,89.1,NA,186.1
"511",4,29,1,522,65.5,62.8,NA,NA
"512",4,29,2,422,55.3,49.6,119.4,NA
"513",4,29,3,641.9,79.3,76.9,NA,233
"514",4,30,1,525.1,75,62.3,NA,NA
"515",4,30,2,452.5,68.3,49.7,122,NA
"516",4,30,3,621.7,85.4,78,NA,212.4
"517",4,31,1,527.1,80.1,66,NA,NA
"518",4,31,2,459.2,70,57.6,129.6,NA
"519",4,31,3,611.4,93.8,76,NA,166.1
"520",4,32,1,519.9,56.9,63.2,NA,NA
"521",4,32,2,461.4,49.3,51.5,134.8,NA
"522",4,32,3,601.5,68.7,78.2,NA,196.1
"523",4,33,1,541.2,73,67.7,NA,NA
"524",4,33,2,474.7,62.5,54.7,133.5,NA
"525",4,33,3,635.9,87.2,84.6,NA,196.6
"526",4,34,1,490.5,82.5,69.8,NA,NA
"527",4,34,2,437.3,71.3,57.7,120.8,NA
"528",4,34,3,565.5,98.7,83.1,NA,135.7
"529",4,36,1,529.2,71.2,61.8,NA,NA
"530",4,36,2,460.7,60.5,51.2,114.2,NA
"531",4,36,3,612.7,84.3,73.8,NA,217.3
"532",4,39,1,496.9,72.3,65.3,NA,NA
"533",4,39,2,456.4,62.8,52.8,130.2,NA
"534",4,39,3,555.4,84.5,80.9,NA,134.8
"535",4,42,1,555.2,77.2,75.1,NA,NA
"536",4,42,2,479.1,65.6,59.2,129.6,NA
"537",4,42,3,660.4,93.8,94.1,NA,188.9
"538",4,43,1,516,73.8,70.8,NA,NA
"539",4,43,2,433.1,61.7,57.7,114,NA
"540",4,43,3,620.5,89.1,85,NA,170
"541",4,46,1,558.6,65.9,68.5,NA,NA
"542",4,46,2,478.9,55.5,58.4,137.6,NA
"543",4,46,3,663.1,80.8,81.1,NA,219.3
"544",4,47,1,522.6,57.4,64,NA,NA
"545",4,47,2,464.6,49,54.4,131.6,NA
"546",4,47,3,605.9,69.2,74.3,NA,203.5
"547",4,50,1,530.5,75.6,66.6,NA,NA
"548",4,50,2,458.8,63,53,131.1,NA
"549",4,50,3,632.1,92.7,84.6,NA,205.8
"550",4,51,1,531.1,83,79.7,NA,NA
"551",4,51,2,478.5,75,71.7,121.7,NA
"552",4,51,3,598.3,93.4,88.9,NA,161.3
"553",4,52,1,541.6,88.3,73.5,NA,NA
"554",4,52,2,484.5,78.3,61.3,123.6,NA
"555",4,52,3,618.7,102.6,87.4,NA,156.6
"556",4,54,1,528.2,80.3,68.2,NA,NA
"557",4,54,2,456.5,70.7,53.3,121.6,NA
"558",4,54,3,623.4,93.3,86.2,NA,175.2
"559",4,56,1,534.9,77.2,74.9,NA,NA
"560",4,56,2,453.4,65.1,55.2,119.2,NA
"561",4,56,3,645.3,95,97.9,NA,188.7
"562",4,63,1,442.9,70.6,73.2,NA,NA
"563",4,63,2,425.5,63.8,58,114.7,NA
"564",4,63,3,480.4,82.3,88.8,NA,78.6
"565",4,67,1,508.3,65.5,64.4,NA,NA
"566",4,67,2,450.2,55.2,52.9,125.8,NA
"567",4,67,3,589.8,79.6,78.1,NA,177.2
"568",4,68,1,508.3,65.5,64.4,NA,NA
"569",4,68,2,450.2,55.2,52.9,125.8,NA
"570",4,68,3,589.8,79.6,78.1,NA,177.2
"571",4,69,1,543.6,66.9,71.4,NA,NA
"572",4,69,2,475.6,58.1,57.9,133.1,NA
"573",4,69,3,640.8,79.1,87.9,NA,191.8
"574",4,70,1,459.7,48.5,55.8,NA,NA
"575",4,70,2,411.1,39.9,48,118.9,NA
"576",4,70,3,527.6,59.4,64,NA,183.9
"577",4,71,1,518.7,57.1,68,NA,NA
"578",4,71,2,475.8,44.6,66.9,136.8,NA
"579",4,71,3,583.5,71,70.8,NA,212.5
"580",4,72,1,526.4,79.5,64.9,NA,NA
"581",4,72,2,473.6,71.4,59.1,122.3,NA
"582",4,72,3,601.3,91,70.7,NA,166.5
"583",4,73,1,565.6,90.3,80.3,NA,NA
"584",4,73,2,510.8,79.1,59.9,131.9,NA
"585",4,73,3,639.9,105.7,104.7,NA,153.4
"586",4,98,1,538.1,87.4,85.9,NA,NA
"587",4,98,2,486.4,77.6,77.7,125.3,NA
"588",4,98,3,614.3,101.8,96.3,NA,142.6
"589",4,102,1,524.2,76.8,66.6,NA,NA
"590",4,102,2,453,67.7,53,122.5,NA
"591",4,102,3,618.1,89.1,82.9,NA,179.6
"592",4,103,1,509.2,77.5,70,NA,NA
"593",4,103,2,452,66.7,58,126.3,NA
"594",4,103,3,587.5,92,83.9,NA,147.5
"595",4,105,1,545.3,65.9,67.6,NA,NA
"596",4,105,2,468.3,55.5,56.9,131.8,NA
"597",4,105,3,644.7,79.8,80.2,NA,216.7
"598",4,108,1,538.6,85.1,76,NA,NA
"599",4,108,2,477.2,77.3,63.7,115.4,NA
"600",4,108,3,620.4,97.6,89.4,NA,155.8
"601",4,112,1,578.2,80.4,75.5,NA,NA
"602",4,112,2,466.7,65.8,53.6,120.9,NA
"603",4,112,3,724.7,101.3,102.2,NA,241
"604",4,113,1,567.4,107.6,81.2,NA,NA
"605",4,113,2,492.9,106.2,67.9,117.8,NA
"606",4,113,3,674.9,110.1,97.8,NA,145.8
"607",4,114,1,483.3,55.5,54,NA,NA
"608",4,114,2,436.5,43.3,45.5,124.7,NA
"609",4,114,3,552.4,71.7,64.7,NA,163.2
"610",4,116,1,498.4,58.9,66.2,NA,NA
"611",4,116,2,434.2,47.8,55.9,119.1,NA
"612",4,116,3,587.6,74.1,79.3,NA,186.6
"613",4,117,1,497.2,59.9,63.6,NA,NA
"614",4,117,2,437.9,48.9,53.7,122.2,NA
"615",4,117,3,581.2,74.9,75.3,NA,185.3
"616",4,118,1,505.4,64.3,59.4,NA,NA
"617",4,118,2,453.7,55.5,48.9,129.2,NA
"618",4,118,3,582.2,77.1,71.3,NA,187.2
"619",4,120,1,521.9,76.9,67.3,NA,NA
"620",4,120,2,464.2,66.9,54.3,128.9,NA
"621",4,120,3,606.2,91.5,82.7,NA,179.9
"622",4,122,1,471,47.4,60.4,NA,NA
"623",4,122,2,435.3,39.4,50.8,123.2,NA
"624",4,122,3,521.4,57.5,70.4,NA,162.8
"625",5,2,1,563.5,82.5,68.6,NA,NA
"626",5,2,2,501.9,71.9,59.1,141.1,NA
"627",5,2,3,644.8,97.1,77.5,NA,187.5
"628",5,5,1,508.6,64.3,62.8,NA,NA
"629",5,5,2,460.4,55.5,51.9,125.5,NA
"630",5,5,3,578.8,76.9,76.2,NA,169.9
"631",5,6,1,490.5,50.4,61.9,NA,NA
"632",5,6,2,448.4,40.3,51.3,128.7,NA
"633",5,6,3,553.8,64.1,74.5,NA,164.4
"634",5,9,1,407.3,42.2,48.2,NA,NA
"635",5,9,2,359.8,31.4,39.5,106.4,NA
"636",5,9,3,471.6,56.3,58,NA,157.9
"637",5,11,1,497.1,70.6,68.9,NA,NA
"638",5,11,2,444.8,64.5,56.5,126.6,NA
"639",5,11,3,570.1,79.5,83,NA,153
"640",5,12,1,537.9,80,73.5,NA,NA
"641",5,12,2,446.3,66.8,54.2,114.2,NA
"642",5,12,3,661.5,97.8,93.1,NA,211.9
"643",5,13,1,537.6,73.6,66.7,NA,NA
"644",5,13,2,474,62.7,54.8,129.7,NA
"645",5,13,3,626.5,88.5,80.8,NA,188
"646",5,14,1,487,65,64.9,NA,NA
"647",5,14,2,437.6,60.3,50.9,131,NA
"648",5,14,3,558.1,72.6,81.5,NA,146.5
"649",5,15,1,487.7,53.1,57.5,NA,NA
"650",5,15,2,436.9,41.4,47.2,122,NA
"651",5,15,3,564.8,69.3,70.7,NA,171
"652",5,17,1,540.8,86.3,63.6,NA,NA
"653",5,17,2,488.2,77.4,48.5,127.8,NA
"654",5,17,3,608.7,98.7,80.4,NA,147.9
"655",5,18,1,546.9,67.7,67.2,NA,NA
"656",5,18,2,504.8,59.6,54.3,140.3,NA
"657",5,18,3,611.6,80.7,83.1,NA,178.2
"658",5,20,1,521.1,83.4,77.7,NA,NA
"659",5,20,2,454.1,75.9,70.4,110.9,NA
"660",5,20,3,608.5,93.9,85.8,NA,185.7
"661",5,23,1,547,62.9,70.5,NA,NA
"662",5,23,2,474.8,57.9,56.4,132,NA
"663",5,23,3,642.9,70.7,88.5,NA,210.8
"664",5,24,1,532.7,75,68.9,NA,NA
"665",5,24,2,469.5,66.2,54.1,125.5,NA
"666",5,24,3,619.8,87.6,86.6,NA,186.4
"667",5,29,1,502.3,66.1,61.2,NA,NA
"668",5,29,2,406.5,57.8,50.7,111.4,NA
"669",5,29,3,616.8,77.5,72.3,NA,226.2
"670",5,30,1,534.7,76.6,59.5,NA,NA
"671",5,30,2,453.1,69.6,51.9,116.9,NA
"672",5,30,3,637.6,86.1,70.6,NA,229.3
"673",5,31,1,531.3,78.8,66.3,NA,NA
"674",5,31,2,461.8,70.9,56.2,131,NA
"675",5,31,3,617.2,90.2,78.3,NA,173.3
"676",5,32,1,524.4,57.8,60.5,NA,NA
"677",5,32,2,468.2,50,50.3,140.6,NA
"678",5,32,3,601.7,70.4,73.1,NA,205.9
"679",5,33,1,549.2,74.7,67.2,NA,NA
"680",5,33,2,477.3,63.8,54.8,133.9,NA
"681",5,33,3,647.5,89.5,82.7,NA,207.6
"682",5,34,1,508.5,82.4,68.2,NA,NA
"683",5,34,2,449.9,71.4,57,120.9,NA
"684",5,34,3,586.7,97.1,81.1,NA,147.2
"685",5,36,1,555.6,70,59.6,NA,NA
"686",5,36,2,480.7,60.4,47.1,121.1,NA
"687",5,36,3,644.3,82.2,74,NA,219.3
"688",5,39,1,504.5,72.7,61.1,NA,NA
"689",5,39,2,457.8,63.7,51.1,124,NA
"690",5,39,3,570.2,84.9,74.1,NA,150.6
"691",5,42,1,547.2,77.8,73.4,NA,NA
"692",5,42,2,470.2,69.1,55.8,123.7,NA
"693",5,42,3,647.1,90.7,93.8,NA,178.5
"694",5,43,1,519.8,69.4,65.6,NA,NA
"695",5,43,2,448,63.7,55.5,117.5,NA
"696",5,43,3,614.1,77,76.6,NA,180.7
"697",5,46,1,555.2,65.9,65.7,NA,NA
"698",5,46,2,488.9,58.3,54.4,141.5,NA
"699",5,46,3,644.9,78.1,79.4,NA,210.6
"700",5,47,1,526.8,57,62.2,NA,NA
"701",5,47,2,467.1,47.4,52,135.7,NA
"702",5,47,3,611.9,70.7,74.2,NA,209.4
"703",5,50,1,536.8,74.2,67.2,NA,NA
"704",5,50,2,454.4,62.1,53.2,129.7,NA
"705",5,50,3,648.4,90.4,85.4,NA,219.2
"706",5,51,1,532.6,81.3,77.7,NA,NA
"707",5,51,2,484.5,82.3,64.2,127.1,NA
"708",5,51,3,602,81.3,94.9,NA,161.5
"709",5,52,1,541,87.7,72.9,NA,NA
"710",5,52,2,486,79,59.8,124,NA
"711",5,52,3,615.5,99.6,87.8,NA,150.3
"712",5,54,1,533.5,76.7,67.7,NA,NA
"713",5,54,2,455.8,67.6,55.5,124.2,NA
"714",5,54,3,635.8,88.6,82.1,NA,189.9
"715",5,56,1,549.4,82.5,76.2,NA,NA
"716",5,56,2,476.9,73.1,59.7,130.7,NA
"717",5,56,3,650,97.6,95.9,NA,201.1
"718",5,63,1,441.4,76.9,71.4,NA,NA
"719",5,63,2,443.2,77.5,61.5,117.8,NA
"720",5,63,3,459.1,79.9,84.9,NA,90
"721",5,67,1,511.6,64.9,63.9,NA,NA
"722",5,67,2,453.9,55.4,52.5,126.6,NA
"723",5,67,3,592.1,78,77.5,NA,179.8
"724",5,68,1,511.6,64.9,63.9,NA,NA
"725",5,68,2,453.9,55.4,52.5,126.6,NA
"726",5,68,3,592.1,78,77.5,NA,179.8
"727",5,69,1,546,65.5,71.8,NA,NA
"728",5,69,2,458.6,53.8,51.6,134.3,NA
"729",5,69,3,661.1,79.8,95.8,NA,200.9
